12825,0.9018,-0.2131,0.3496,0.1384,-717,-283,724
12833,0.9060,-0.2068,0.3413,0.1411,-694,-278,710
12841,0.9103,-0.2007,0.3328,0.1427,-679,-284,732
12850,0.9145,-0.1948,0.3240,0.1439,-665,-273,732
12859,0.9186,-0.1890,0.3152,0.1451,-632,-254,765
12867,0.9226,-0.1832,0.3062,0.1466,-623,-205,727
12875,0.9265,-0.1771,0.2974,0.1478,-600,-227,728
12883,0.9301,-0.1711,0.2886,0.1493,-592,-218,755
12892,0.9338,-0.1648,0.2798,0.1501,-570,-235,780
12901,0.9374,-0.1584,0.2710,0.1510,-532,-199,796
12909,0.9408,-0.1520,0.2620,0.1520,-507,-191,796
12917,0.9442,-0.1451,0.2529,0.1532,-476,-197,829
12925,0.9473,-0.1382,0.2439,0.1548,-443,-179,839
12934,0.9503,-0.1309,0.2349,0.1571,-398,-134,867
12942,0.9530,-0.1233,0.2256,0.1600,-362,-101,873
12951,0.9557,-0.1161,0.2162,0.1628,-349,-83,850
12959,0.9581,-0.1097,0.2072,0.1647,-302,-93,870
12967,0.9603,-0.1038,0.1981,0.1667,-314,-47,821
12975,0.9625,-0.0979,0.1890,0.1682,-277,-83,836
12984,0.9647,-0.0930,0.1794,0.1686,-263,-76,859
12992,0.9671,-0.0875,0.1696,0.1685,-251,-77,872
13000,0.9691,-0.0826,0.1600,0.1687,-243,-54,864
13009,0.9709,-0.0781,0.1505,0.1689,-226,-27,852
13017,0.9729,-0.0742,0.1407,0.1680,-212,-61,878
13026,0.9748,-0.0705,0.1309,0.1666,-187,-87,926
13034,0.9765,-0.0668,0.1209,0.1654,-173,-89,948
13042,0.9781,-0.0629,0.1109,0.1646,-186,-105,918
13051,0.9794,-0.0596,0.1017,0.1639,-191,-95,909
13059,0.9807,-0.0560,0.0917,0.1635,-168,-135,918
13068,0.9818,-0.0525,0.0817,0.1630,-137,-176,964
13076,0.9826,-0.0504,0.0735,0.1631,-224,-155,928
13084,0.9831,-0.0479,0.0660,0.1642,-172,-100,921
13093,0.9836,-0.0453,0.0569,0.1652,-62,-43,941
13101,0.9843,-0.0426,0.0476,0.1646,-20,18,959
